timestamp,value
1723999800,12.332225913621
1724000100,12.5780730897
1724000400,11.92
1724000700,12.102990033222
1724001000,11.681063122923
1724001300,11.498338870431
1724001600,11.953333333333
1724001900,11.28903654485
1724002200,10.7707641196
1724002500,10.86
1724002800,10.827242524916
1724003100,10.551495016611
1724003400,10.1196013289
1724003700,9.786666666666
1724004000,9.784053156146
1724004300,10.3388704319
1724004600,8.6511627907
1724004900,8.79
1724005200,8.8803986711
1724005500,8.41196013289
1724005800,7.813333333333
1724006100,7.558139534883
1724006400,6.956810631229
1724006700,6.601328903654
1724007000,6.496666666666
1724007300,6.496666666666
1724007600,6.209302325581
1724007900,5.733333333333
1724008200,5.501661129568
1724008500,4.890365448504
1724008800,4.900332225913
1724009100,4.44
1724009400,4.222591362126
1724009700,4.295681063122
1724010000,3.916943521594
1724010300,3.663333333333
1724010600,3.760797342192
1724010900,3.710963455149
1724011200,3.282392026578
1724011500,3.282392026578
1724011800,3.49
1724012100,3.378737541528
1724012400,3.126245847176
1724012700,3.076666666666
1724013000,2.800664451827
1724013300,2.674418604651
1724013600,2.796666666666
1724013900,2.445182724252
1724014200,2.235880398671
1724014800,2.216666666666
1724015100,2.152823920265
1724015400,2.305647840531
1724015700,2.305647840531
1724016000,2.073333333333
